City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,Alofi,-19.06,-169.92,69.8,60,29,10.29,NU,2020-09-05 15:10:43
269,Richards Bay,-28.78,32.04,71.38,62,0,16.04,ZA,2020-09-05 15:15:13
270,Raga,8.46,25.68,80.85,85,96,2.66,SS,2020-09-05 15:15:13
271,Ostrovnoy,68.05,39.51,60.04,75,48,15.32,RU,2020-09-05 15:15:14
272,San Patricio,19.22,-104.7,78.8,83,90,11.54,MX,2020-09-05 15:15:14
273,Copiapo,-27.37,-70.33,55.4,71,40,10.29,CL,2020-09-05 15:15:14
274,Huambo,-12.78,15.74,85.98,13,0,9.04,AO,2020-09-05 15:15:15
275,Rocha,-34.48,-54.33,59.13,54,0,7.63,UY,2020-09-05 15:15:15
276,Alugan,12.22,125.48,81.73,80,100,3.71,PH,2020-09-05 15:15:15
277,Bethel,41.37,-73.41,72.0,45,1,5.82,US,2020-09-05 15:15:15
278,Isabela,6.71,121.97,80.49,79,88,0.85,PH,2020-09-05 15:15:16
279,Starosubkhangulovo,53.1,57.44,50.11,72,37,1.99,RU,2020-09-05 15:15:17
280,Karasjok,69.47,25.51,62.6,63,75,19.46,NO,2020-09-05 15:15:17
281,Nouadhibou,20.93,-17.03,87.8,48,20,13.87,MR,2020-09-05 15:11:32
282,Tasiilaq,65.61,-37.64,41.0,75,75,4.7,GL,2020-09-05 15:15:18
283,Springbok,-29.66,17.89,57.56,61,4,17.02,ZA,2020-09-05 15:15:18
284,Nhulunbuy,-12.23,136.77,71.6,94,40,4.7,AU,2020-09-05 15:15:18
285,Chapleau,47.84,-83.4,53.6,71,40,6.93,CA,2020-09-05 15:10:35
286,Nago,26.59,127.98,78.8,94,40,26.4,JP,2020-09-05 15:14:32
287,Beringovskiy,63.05,179.32,44.35,72,100,8.32,RU,2020-09-05 15:15:19
288,Hamada,34.88,132.08,73.09,95,100,13.44,JP,2020-09-05 15:15:19
289,Marawi,8.0,124.29,75.0,93,100,5.01,PH,2020-09-05 15:15:20
290,Lac-Megantic,45.58,-70.88,61.0,66,0,5.99,CA,2020-09-05 15:15:20
291,Wardenburg,53.07,8.2,64.99,76,44,5.99,DE,2020-09-05 15:15:20
292,High Rock,26.62,-78.28,86.0,79,75,3.36,BS,2020-09-05 15:15:20
293,Akonolinga,3.77,12.25,67.96,96,100,5.32,CM,2020-09-05 15:15:21
294,Mubi,10.27,13.26,83.14,68,15,7.36,NG,2020-09-05 15:14:55
295,Srednekolymsk,67.45,153.68,43.14,64,0,6.69,RU,2020-09-05 15:15:21
296,Hamilton,39.18,-84.53,75.0,56,1,4.7,US,2020-09-05 15:15:21
297,North Bend,43.41,-124.22,59.0,87,90,10.29,US,2020-09-05 15:15:22
298,Grindavik,63.84,-22.43,51.8,62,7,10.29,IS,2020-09-05 15:15:22
299,Oriximina,-1.77,-55.87,95.79,31,88,6.76,BR,2020-09-05 15:15:22
300,Jaciara,-15.97,-54.97,98.62,15,18,10.49,BR,2020-09-05 15:15:23
301,Yichang,30.71,111.28,76.93,72,99,2.3,CN,2020-09-05 15:15:23
302,Malanje,-9.54,16.34,89.33,18,41,3.83,AO,2020-09-05 15:15:23
303,Moen,69.13,18.61,57.2,76,100,10.29,NO,2020-09-05 15:15:24
304,Fairbanks,64.84,-147.72,44.01,100,90,5.82,US,2020-09-05 15:13:36
305,Bamako,12.65,-8.0,84.2,66,75,10.29,ML,2020-09-05 15:12:05
306,Onega,63.91,38.14,58.73,91,93,9.08,RU,2020-09-05 15:15:24
307,Nishihara,26.18,127.76,78.8,100,90,25.28,JP,2020-09-05 15:15:25
308,Plattsburgh,44.7,-73.45,68.0,55,1,5.82,US,2020-09-05 15:10:35
309,Srandakan,-7.94,110.25,76.66,83,61,4.79,ID,2020-09-05 15:11:42
310,Balezino,57.98,53.01,53.82,72,0,3.31,RU,2020-09-05 15:15:26
311,Harper,4.38,-7.72,78.67,76,68,12.19,LR,2020-09-05 15:15:26
312,Yaransk,57.3,47.89,57.25,72,100,5.59,RU,2020-09-05 15:12:20
313,Takab,36.4,47.11,73.92,20,0,9.15,IR,2020-09-05 15:15:27
314,Lozovik,44.47,21.1,82.0,38,0,1.01,RS,2020-09-05 15:15:27
315,Matara,5.95,80.54,79.32,84,99,6.51,LK,2020-09-05 15:11:11
316,Shingu,33.73,135.98,76.44,85,6,5.77,JP,2020-09-05 15:13:49
317,Solikamsk,59.62,56.77,53.38,78,26,3.27,RU,2020-09-05 15:15:28
318,Mnogovershinnyy,53.94,139.92,53.37,100,67,1.21,RU,2020-09-05 15:15:28
319,Qandala,11.47,49.87,87.6,62,1,5.7,SO,2020-09-05 15:11:49
320,Gulu,2.77,32.3,74.66,82,53,2.37,UG,2020-09-05 15:15:29
321,Saint-Augustin,51.23,-58.65,68.05,44,32,18.68,CA,2020-09-05 15:15:29
322,Vaitape,-16.52,-151.75,78.57,75,63,10.09,PF,2020-09-05 15:15:29
323,Quatre Cocos,-20.21,57.76,70.0,83,40,12.75,MU,2020-09-05 15:15:29
324,Pak Phanang,8.35,100.2,83.43,74,50,4.83,TH,2020-09-05 15:15:30
325,Omboue,-1.57,9.26,76.15,74,99,10.07,GA,2020-09-05 15:15:30
326,Nandi,13.39,77.7,82.0,88,40,5.82,IN,2020-09-05 15:15:30
327,Basco,20.45,121.97,82.65,77,43,8.77,PH,2020-09-05 15:15:31
328,Tuatapere,-46.13,167.68,45.0,72,33,11.01,NZ,2020-09-05 15:15:31
329,Acajutla,13.59,-89.83,77.0,92,95,5.08,SV,2020-09-05 15:12:15
330,Abdulino,53.7,53.67,55.58,67,0,6.73,RU,2020-09-05 15:15:32
331,Padilla,3.22,-76.31,80.6,65,40,3.36,CO,2020-09-05 15:15:32
332,Vancouver,49.25,-123.12,61.0,87,40,10.29,CA,2020-09-05 15:14:07
333,Bollnas,61.35,16.39,61.84,58,22,9.51,SE,2020-09-05 15:15:33
334,Sioux Lookout,50.1,-91.92,55.4,76,20,8.05,CA,2020-09-05 15:15:33
335,Ossora,59.24,163.07,39.9,71,0,3.49,RU,2020-09-05 15:15:33
336,Hambantota,6.12,81.12,80.6,83,40,5.82,LK,2020-09-05 15:15:21
337,Izumo,35.37,132.77,80.6,94,75,10.29,JP,2020-09-05 15:10:39
338,Lompoc,34.64,-120.46,55.4,93,1,6.24,US,2020-09-05 15:10:41
339,Ust-Ishim,57.69,71.17,48.15,71,99,5.55,RU,2020-09-05 15:15:34
340,Los Llanos De Aridane,28.66,-17.92,78.8,69,75,5.82,ES,2020-09-05 15:15:34
341,Bundaberg,-24.85,152.35,61.0,87,92,5.17,AU,2020-09-05 15:15:34
342,Fort Nelson,58.81,-122.7,46.4,81,40,1.59,CA,2020-09-05 15:15:35
343,Seydi,39.48,62.91,81.57,17,3,14.16,TM,2020-09-05 15:15:35
344,Dullewala,31.84,71.44,94.41,43,93,4.85,PK,2020-09-05 15:15:36
345,Synya,65.37,58.04,53.67,80,92,5.14,RU,2020-09-05 15:15:37
346,Kindu,-2.95,25.95,93.36,32,33,2.1,CD,2020-09-05 15:15:37
347,Ambon,-3.7,128.18,78.01,94,40,4.7,ID,2020-09-05 15:12:20
348,Oliveira,-20.7,-44.83,82.69,21,0,9.26,BR,2020-09-05 15:15:37
349,Mogadishu,2.04,45.34,80.6,61,40,14.99,SO,2020-09-05 15:10:43
350,Kruisfontein,-34.0,24.73,57.99,89,100,3.0,ZA,2020-09-05 15:15:38
351,Vostok,46.49,135.88,58.5,72,100,3.18,RU,2020-09-05 15:15:38
352,Port Lincoln,-34.73,135.87,52.9,86,0,8.25,AU,2020-09-05 15:15:38
353,Amahai,-3.33,128.92,77.77,88,71,7.36,ID,2020-09-05 15:12:42
354,Padampur,29.68,73.62,92.43,49,95,4.23,IN,2020-09-05 15:15:39
355,Codrington,-38.27,141.97,44.13,90,22,6.29,AU,2020-09-05 15:15:39
356,Touros,-5.2,-35.46,80.6,69,40,14.99,BR,2020-09-05 15:15:39
357,Sinnamary,5.38,-52.95,87.73,59,0,5.41,GF,2020-09-05 15:15:39
358,Aktau,43.65,51.2,78.8,57,0,6.71,KZ,2020-09-05 15:15:40
359,Oussouye,12.48,-16.55,78.8,94,90,4.7,SN,2020-09-05 15:15:40
360,Atchison,39.56,-95.12,77.0,78,1,6.93,US,2020-09-05 15:14:37
361,Najran,17.49,44.13,95.0,15,20,6.93,SA,2020-09-05 15:15:40
362,Kapoeta,4.77,33.59,81.86,58,87,9.82,SS,2020-09-05 15:15:41
363,Belaya Gora,68.53,146.42,45.66,60,100,10.22,RU,2020-09-05 15:15:41
364,Praya,14.92,-23.51,75.2,94,75,14.99,CV,2020-09-05 15:11:03
365,Martinez,38.02,-122.13,68.0,77,1,1.63,US,2020-09-05 15:15:42
366,Namibe,-15.2,12.15,71.6,73,0,13.87,AO,2020-09-05 15:15:42
367,Nemuro,43.32,145.57,62.64,96,98,6.35,JP,2020-09-05 15:15:20
368,Mattawa,46.74,-119.9,69.8,87,1,10.16,US,2020-09-05 15:15:43
369,Lyaskelya,61.77,31.02,60.42,75,100,10.29,RU,2020-09-05 15:15:43
370,Beloha,-25.17,45.05,65.44,62,10,18.05,MG,2020-09-05 15:15:43
371,Kieta,-6.22,155.63,79.07,78,98,4.65,PG,2020-09-05 15:15:44
372,Khasan,42.43,130.64,65.14,86,100,7.05,RU,2020-09-05 15:15:44
373,Qasigiannguit,68.82,-51.19,39.2,80,75,8.05,GL,2020-09-05 15:15:44
374,Havelock,34.88,-76.9,84.2,66,1,13.87,US,2020-09-05 15:10:54
375,Ambalavao,-21.83,46.93,54.68,81,49,8.03,MG,2020-09-05 15:12:49
376,Mantua,45.17,10.78,86.0,47,0,1.99,IT,2020-09-05 15:15:45
377,Formosa,-26.18,-58.18,75.2,27,11,3.36,AR,2020-09-05 15:15:45
378,Mariental,-24.63,17.97,81.14,26,24,1.99,NA,2020-09-05 15:15:45
379,Carnarvon,-24.87,113.63,66.2,100,0,8.05,AU,2020-09-05 15:15:45
380,Almaznyy,48.04,40.05,84.2,25,20,20.13,RU,2020-09-05 15:15:46
381,Khandbari,27.37,87.2,74.93,76,100,1.39,NP,2020-09-05 15:15:46
382,Abu Dhabi,24.47,54.37,102.2,47,0,10.29,AE,2020-09-05 15:11:55
383,Meulaboh,4.14,96.13,78.37,84,100,4.45,ID,2020-09-05 15:12:42
384,Baker City,44.77,-117.83,70.0,62,1,2.8,US,2020-09-05 15:15:46
385,Gorontalo,0.54,123.06,75.51,89,68,2.55,ID,2020-09-05 15:12:41
386,Ilhabela,-23.78,-45.36,76.41,67,71,4.0,BR,2020-09-05 15:15:47
387,Kahului,20.89,-156.47,78.8,65,40,13.87,US,2020-09-05 15:15:47
388,Waddan,29.16,16.14,101.3,16,0,12.03,LY,2020-09-05 15:15:47
389,Akyab,20.15,92.9,83.21,78,97,4.25,MM,2020-09-05 15:15:48
390,Babylon,40.7,-73.33,75.0,38,1,9.17,US,2020-09-05 15:15:48
391,Centralia,46.72,-122.95,60.8,82,90,2.19,US,2020-09-05 15:15:48
392,Poum,-20.23,164.02,70.5,70,3,18.86,NC,2020-09-05 15:15:49
393,Spas-Demensk,54.41,34.02,65.61,89,34,3.11,RU,2020-09-05 15:15:49
394,Buchanan,5.88,-10.05,79.0,81,96,14.2,LR,2020-09-05 15:15:49
395,Weihai,37.5,122.11,73.89,84,0,20.49,CN,2020-09-05 15:13:36
396,Gotsu,35.0,132.22,74.75,93,100,12.66,JP,2020-09-05 15:15:50
397,Mangan,27.52,88.53,76.78,61,100,0.89,IN,2020-09-05 15:15:50
398,Merei,45.13,26.68,82.4,37,40,6.93,RO,2020-09-05 15:15:51
399,Vila Velha,-20.33,-40.29,84.2,51,0,9.17,BR,2020-09-05 15:15:51
400,Tessalit,20.2,1.01,99.86,22,65,5.32,ML,2020-09-05 15:15:52
401,Manaira,-7.71,-38.15,84.18,29,2,10.78,BR,2020-09-05 15:15:52
402,General Pico,-35.66,-63.76,60.67,52,98,17.47,AR,2020-09-05 15:15:53
403,Souillac,-20.52,57.52,69.8,83,40,12.75,MU,2020-09-05 15:15:53
404,Talnakh,69.49,88.4,42.8,70,0,11.18,RU,2020-09-05 15:11:57
405,Port Augusta,-32.5,137.77,48.2,93,0,2.24,AU,2020-09-05 15:15:53
406,Coromandel,-18.47,-47.2,83.62,25,3,9.6,BR,2020-09-05 15:15:54
407,Nagato,34.38,131.2,78.8,83,75,9.17,JP,2020-09-05 15:15:54
408,Madang,-5.22,145.8,78.26,87,100,2.66,PG,2020-09-05 15:15:54
409,Rafiganj,24.82,84.65,87.8,79,75,3.94,IN,2020-09-05 15:15:55
410,Kearney,40.7,-99.08,73.4,82,1,5.82,US,2020-09-05 15:15:55
411,Ayr,55.46,-4.63,59.0,82,40,5.82,GB,2020-09-05 15:13:16
412,Skjervoy,70.03,20.97,50.49,95,100,3.09,NO,2020-09-05 15:15:55
413,Margate,51.38,1.39,66.0,48,72,5.01,GB,2020-09-05 15:15:56
414,San Quintin,30.48,-115.95,79.79,54,0,5.68,MX,2020-09-05 15:15:56
415,Zilair,52.23,57.44,49.41,69,25,4.18,RU,2020-09-05 15:15:56
416,Gladstone,-23.85,151.25,64.4,88,100,4.7,AU,2020-09-05 15:15:56
417,Bandarbeyla,9.49,50.81,76.96,78,12,33.62,SO,2020-09-05 15:15:57
418,Darhan,49.49,105.92,61.27,84,100,7.87,MN,2020-09-05 15:15:57
419,Cabedelo,-6.98,-34.83,82.4,54,40,18.34,BR,2020-09-05 15:15:57
420,Letka,59.6,49.42,57.16,84,23,4.79,RU,2020-09-05 15:15:57
421,Exmouth,50.62,-3.4,66.2,48,40,18.34,GB,2020-09-05 15:15:58
422,Kotovo,50.32,44.8,70.36,36,69,7.94,RU,2020-09-05 15:15:58
423,Heyang,26.1,107.47,70.23,93,100,2.64,CN,2020-09-05 15:15:59
424,Zeya,53.75,127.27,56.59,94,100,5.01,RU,2020-09-05 15:15:59
425,Chalus,36.66,51.42,80.6,74,20,2.24,IR,2020-09-05 15:15:59
426,Matamoros,25.53,-103.25,75.2,64,40,16.04,MX,2020-09-05 15:16:00
427,Andenes,69.31,16.12,55.4,87,75,6.93,NO,2020-09-05 15:16:00
428,Tuy Hoa,13.08,109.3,79.23,85,100,6.62,VN,2020-09-05 15:16:00
429,Dong Hoi,17.48,106.6,83.3,81,100,7.2,VN,2020-09-05 15:16:01
430,Brigantine,39.41,-74.36,77.0,44,1,10.29,US,2020-09-05 15:16:01
431,Mackenzie,55.3,-123.17,51.8,100,90,2.24,CA,2020-09-05 15:16:01
432,Paro,27.43,89.41,64.0,71,95,1.21,BT,2020-09-05 15:16:02
433,Grand-Lahou,5.14,-5.02,79.02,76,88,11.83,CI,2020-09-05 15:16:02
434,Grand Gaube,-20.01,57.66,70.0,74,2,5.01,MU,2020-09-05 15:16:03
435,Inuvik,68.35,-133.72,32.0,87,90,5.82,CA,2020-09-05 15:16:03
436,Xuddur,4.12,43.89,82.06,45,52,17.96,SO,2020-09-05 15:16:03
437,Sisimiut,66.94,-53.67,47.43,79,100,8.99,GL,2020-09-05 15:16:04
438,Dalby,-27.18,151.27,60.01,67,100,1.57,AU,2020-09-05 15:15:53
439,Whyalla,-33.03,137.58,48.2,93,0,2.24,AU,2020-09-05 15:16:04
440,Bridlington,54.08,-0.19,63.0,51,75,16.11,GB,2020-09-05 15:13:42
441,Tokat,40.42,36.58,62.67,84,37,8.34,TR,2020-09-05 15:16:04
442,Dolores,-36.31,-57.68,56.84,50,0,8.14,AR,2020-09-05 15:16:05
443,Sao Filipe,14.9,-24.5,80.62,77,100,6.13,CV,2020-09-05 15:16:05
444,Saint-Joseph,-21.37,55.62,69.8,77,75,16.11,RE,2020-09-05 15:16:05
445,Evensk,61.95,159.23,47.23,72,78,8.48,RU,2020-09-05 15:16:06
446,Chipinge,-20.19,32.62,61.9,59,0,9.35,ZW,2020-09-05 15:16:06
447,Salisbury,51.07,-1.8,64.99,52,78,12.75,GB,2020-09-05 15:16:06
448,Muros,42.78,-9.06,77.0,61,0,10.0,ES,2020-09-05 15:16:06
449,Bahir Dar,11.59,37.39,68.72,75,43,2.3,ET,2020-09-05 15:16:07
450,Ilinskiy,55.62,38.12,68.0,52,98,8.95,RU,2020-09-05 15:16:07
451,Kamaishi,39.27,141.88,70.39,87,20,2.53,JP,2020-09-05 15:11:36
452,Muravlenko,63.79,74.52,49.17,66,100,21.39,RU,2020-09-05 15:12:13
453,Aksu,41.12,80.26,76.87,25,0,3.96,CN,2020-09-05 15:16:08
454,Olga,43.74,135.29,63.99,86,98,2.15,RU,2020-09-05 15:16:08
455,Narsaq,60.92,-46.05,46.4,87,75,5.82,GL,2020-09-05 15:16:09
456,Quixada,-4.97,-39.02,91.49,30,0,11.03,BR,2020-09-05 15:16:09
457,Quelimane,-17.88,36.89,77.0,60,40,5.82,MZ,2020-09-05 15:16:09
458,Bay Roberts,47.6,-53.26,75.0,14,95,18.61,CA,2020-09-05 15:16:09
459,Mangrol,21.12,70.12,82.96,81,98,10.71,IN,2020-09-05 15:16:10
460,Hobyo,5.35,48.53,77.65,74,40,27.72,SO,2020-09-05 15:16:10
461,Porbandar,21.64,69.61,83.59,77,55,11.92,IN,2020-09-05 15:16:10
462,Buzmeyin,38.05,58.21,89.6,19,40,13.87,TM,2020-09-05 15:16:11
463,Biloela,-24.42,150.5,60.89,91,92,2.59,AU,2020-09-05 15:16:11
464,Bawku,11.06,-0.24,80.15,78,75,14.76,GH,2020-09-05 15:13:05
465,Terrace,54.52,-128.6,55.4,100,90,4.7,CA,2020-09-05 15:12:59
466,Verkhnevilyuysk,63.45,120.32,51.85,92,99,5.93,RU,2020-09-05 15:16:12
467,Sola,-13.88,167.55,77.7,78,76,22.26,VU,2020-09-05 15:16:12
468,Palaia Fokaia,37.72,23.95,84.99,32,20,19.46,GR,2020-09-05 15:16:12
469,Soyo,-6.13,12.37,78.8,74,75,6.93,AO,2020-09-05 15:16:13
470,Asau,46.43,26.4,68.0,74,44,6.42,RO,2020-09-05 15:16:13
471,Camana,-16.62,-72.71,63.57,68,69,9.64,PE,2020-09-05 15:16:13
472,Bayan,46.08,127.4,66.0,75,5,9.66,CN,2020-09-05 15:16:14
473,Mecca,21.43,39.83,99.99,23,30,9.75,SA,2020-09-05 15:15:01
474,Anchorage,61.22,-149.9,43.0,80,1,4.07,US,2020-09-05 15:16:14
475,Port-Gentil,-0.72,8.78,82.4,65,20,14.99,GA,2020-09-05 15:16:14
476,Kidal,18.44,1.41,98.55,24,88,8.77,ML,2020-09-05 15:16:15
477,La Rioja,42.25,-2.5,78.8,44,0,6.93,ES,2020-09-05 15:16:15
478,Lander,42.83,-108.73,71.01,29,1,1.63,US,2020-09-05 15:16:15
479,Chimbote,-9.09,-78.58,65.53,68,58,8.5,PE,2020-09-05 15:14:42
480,Bud,39.45,-86.18,73.0,53,1,6.93,US,2020-09-05 15:16:16
481,Avera,33.19,-82.53,86.0,70,1,5.82,US,2020-09-05 15:16:16
482,Tashla,51.77,52.74,61.21,44,34,8.08,RU,2020-09-05 15:16:16
483,Lucapa,-8.42,20.74,89.62,17,2,5.41,AO,2020-09-05 15:16:16
484,Naze,28.37,129.48,80.6,88,75,32.21,JP,2020-09-05 15:14:30
485,Togur,58.36,82.83,46.0,98,100,5.28,RU,2020-09-05 15:16:17
486,Yerofey Pavlovich,53.97,121.97,51.71,93,93,3.74,RU,2020-09-05 15:13:17
487,Coahuayana,18.73,-103.68,71.6,78,75,4.34,MX,2020-09-05 15:16:18
488,Khorixas,-20.37,14.97,86.16,14,0,20.2,NA,2020-09-05 15:16:18
489,Rajauri,33.38,74.3,72.66,74,23,1.99,IN,2020-09-05 15:16:19
490,Ghanzi,-21.57,21.78,85.35,14,0,12.28,BW,2020-09-05 15:16:19
491,Ullapool,57.9,-5.16,55.99,75,74,5.01,GB,2020-09-05 15:16:19
492,Bulawayo,-20.15,28.58,70.12,30,0,12.93,ZW,2020-09-05 15:16:19
493,Zhucheng,35.99,119.4,71.89,79,1,6.04,CN,2020-09-05 15:16:20
494,Kalamata,37.04,22.11,84.99,48,75,12.75,GR,2020-09-05 15:16:20
495,Souris,49.62,-100.26,66.0,67,75,3.36,CA,2020-09-05 15:16:20
496,Aasiaat,68.71,-52.87,38.79,75,95,6.35,GL,2020-09-05 15:16:21
497,Stara Vyzhivka,51.44,24.44,72.5,68,58,5.95,UA,2020-09-05 15:16:21
498,Sohagpur,22.7,78.2,80.1,78,44,4.72,IN,2020-09-05 15:16:22
499,Buritizeiro,-17.35,-44.96,89.8,19,0,8.75,BR,2020-09-05 15:16:22
500,Lodja,-3.48,23.43,91.33,33,98,1.39,CD,2020-09-05 15:16:22
501,Haines Junction,60.75,-137.51,37.27,82,29,1.66,CA,2020-09-05 15:16:22
502,Sydney,-33.87,151.21,55.99,93,20,5.82,AU,2020-09-05 15:12:30
503,Urumqi,43.8,87.6,80.01,38,11,6.71,CN,2020-09-05 15:16:23
504,Mitsamiouli,-11.38,43.28,80.6,69,40,18.34,KM,2020-09-05 15:16:23
505,Muisne,0.6,-80.03,77.0,88,90,8.05,EC,2020-09-05 15:16:24
506,Micomeseng,2.15,10.62,72.7,90,100,6.4,GQ,2020-09-05 15:16:24
507,Leh,34.17,77.58,62.96,30,64,6.78,IN,2020-09-05 15:16:24
508,Sangar,63.92,127.47,53.8,85,100,3.22,RU,2020-09-05 15:16:24
509,Salihorsk,52.79,27.54,69.19,72,93,5.53,BY,2020-09-05 15:12:32
510,Ukiah,39.15,-123.21,60.01,67,1,2.01,US,2020-09-05 15:16:25
511,Rawson,-43.3,-65.1,51.6,46,23,15.03,AR,2020-09-05 15:16:25
512,Pipri,19.8,75.53,80.6,78,40,2.24,IN,2020-09-05 15:16:25
513,Thung Song,8.16,99.68,77.11,89,59,1.25,TH,2020-09-05 15:16:26
514,Rjukan,59.88,8.59,64.0,72,69,15.99,NO,2020-09-05 15:16:26
515,Vao,-22.67,167.48,69.67,74,70,21.27,NC,2020-09-05 15:16:26
516,Rapid Valley,44.06,-103.15,81.0,30,1,3.36,US,2020-09-05 15:16:27
517,Yenagoa,4.92,6.26,79.39,80,100,11.36,NG,2020-09-05 15:16:27
518,Mandalgovi,45.76,106.27,59.25,57,0,6.02,MN,2020-09-05 15:16:28
519,Comodoro Rivadavia,-45.87,-67.5,53.6,52,86,18.34,AR,2020-09-05 15:16:28
520,Bria,6.54,21.99,77.5,91,73,5.08,CF,2020-09-05 15:16:28
521,Ixtapa,20.7,-105.2,80.6,88,90,4.7,MX,2020-09-05 15:16:29
522,Maiduguri,11.85,13.16,90.01,52,71,7.92,NG,2020-09-05 15:15:27
523,Severnyy,50.68,36.55,69.8,37,100,4.47,RU,2020-09-05 15:16:29
524,Rio Gallegos,-51.62,-69.22,41.0,80,40,17.22,AR,2020-09-05 15:16:29
525,Dingle,11.0,122.67,78.3,89,96,2.62,PH,2020-09-05 15:16:30
526,Bubaque,11.28,-15.83,77.67,88,99,19.22,GW,2020-09-05 15:16:30
527,Botwood,49.15,-55.35,66.0,94,100,1.99,CA,2020-09-05 15:16:30
528,Gorom-Gorom,14.44,-0.24,89.42,48,96,4.83,BF,2020-09-05 15:16:30
529,Maraba,-5.37,-49.12,93.2,44,92,4.7,BR,2020-09-05 15:12:00
530,Crib Point,-38.35,145.2,46.0,87,0,7.61,AU,2020-09-05 15:16:31
531,Sakakah,29.97,40.21,107.6,6,0,4.7,SA,2020-09-05 15:16:31
532,Morant Bay,17.88,-76.41,86.0,62,20,5.82,JM,2020-09-05 15:16:31
533,Victor Harbor,-35.57,138.62,44.01,91,0,5.3,AU,2020-09-05 15:16:07
534,Kununurra,-15.77,128.73,75.2,57,38,1.12,AU,2020-09-05 15:16:32
535,Kiunga,-6.12,141.29,73.09,98,100,2.33,PG,2020-09-05 15:16:32
536,Nicolas Bravo,18.45,-88.92,75.2,100,75,4.97,MX,2020-09-05 15:16:32
537,Bilibino,68.05,166.44,30.11,92,13,2.86,RU,2020-09-05 15:16:33
